R2 p
ENSG00000105668 0.120669979175091 0.0167390693281781
ENSG00000107562 0.120659166515444 0.0167442881165583
ENSG00000131650 0.120647457111147 0.0167499415436765
ENSG00000159423 0.120645337737981 0.0167509650023017
ENSG00000182979 0.120628412688512 0.0167591404408696
ENSG00000033627 0.120614599545371 0.0167658156439368
ENSG00000170684 0.120560182708661 0.0167921382543767
ENSG00000134343 0.120494784009882 0.0168238272706216
ENSG00000104938 0.120481475858934 0.0168302830105129
ENSG00000148225 0.120476492709077 0.0168327009522318
ENSG00000108395 0.1202966766252 0.0169201828907244
ENSG00000113790 0.120274377370877 0.0169310630381549
ENSG00000175727 0.120274198814654 0.0169311501864717
ENSG00000137509 0.120133762626758 0.0169998311718027
ENSG00000130775 0.120102799468311 0.0170150109988279
ENSG00000174282 0.119961890819772 0.0170842621213974
ENSG00000116132 0.119952981772822 0.0170886499585596
ENSG00000158882 0.119943007977633 0.0170935635265037
ENSG00000134265 0.119933095343029 0.0170984483526975
ENSG00000126603 0.119932688517064 0.0170986488611873
ENSG00000162004 0.11990524847022 0.0171121783658443
ENSG00000089505 0.119827255691676 0.0171506912713399
ENSG00000158286 0.119757003001046 0.0171854557316229
ENSG00000179104 0.119754645617094 0.0171866234919538
ENSG00000069020 0.119682689769761 0.0172223056477667
ENSG00000134285 0.119662783164745 0.0172321901007
ENSG00000070404 0.119653507145189 0.0172367979506771
ENSG00000069998 0.119608304853859 0.0172592696284639
ENSG00000134986 0.119569613116285 0.0172785277673109
ENSG00000130203 0.119499721484229 0.017313369175332
ENSG00000164920 0.119499647254102 0.0173134062165445
ENSG00000166130 0.119481896169793 0.017322266356673
ENSG00000162733 0.119478029017903 0.0173241971740459
ENSG00000100154 0.119453376878695 0.0173365106798204
ENSG00000183291 0.119245588127773 0.0174406448992603
ENSG00000178150 0.119202491295396 0.0174623206658837
ENSG00000219665 0.119193065568409 0.0174670649444377
ENSG00000115268 0.119142555895048 0.0174925099295486
ENSG00000104889 0.119105303035423 0.0175113001713962
ENSG00000175262 0.119000511138538 0.0175642644318672
ENSG00000115307 0.118933878400967 0.0175980248330523
ENSG00000070785 0.118920557934292 0.017604781553775
ENSG00000099256 0.118912588060693 0.0176088254519466
ENSG00000130304 0.118892275068497 0.0176191363946219
ENSG00000188897 0.118871998128028 0.0176294350146522
ENSG00000198743 0.118862216038861 0.0176344054558959
ENSG00000173598 0.118835343440053 0.0176480670286749
ENSG00000137563 0.118697460459133 0.0177183298246988
ENSG00000125967 0.118663013649996 0.0177359266381785
ENSG00000111859 0.118640967127639 0.0177471979915003
ENSG00000133808 0.118609653143822 0.0177632195880291
ENSG00000142327 0.118524792832467 0.0178067100375172
ENSG00000130545 0.118512664974388 0.017812934126725
ENSG00000163626 0.118484056295426 0.0178276248301783
ENSG00000183354 0.118380552739447 0.0178808749957836
ENSG00000133111 0.118332060063355 0.0179058776447802
ENSG00000130313 0.118248468511502 0.017949058669519
ENSG00000165698 0.118192240120166 0.0179781628148334
ENSG00000105464 0.118148461308842 0.0180008554267967
ENSG00000154258 0.118125554175517 0.0180127406015407
ENSG00000144118 0.118059903996245 0.0180468458347509
ENSG00000087076 0.118037741157629 0.0180583738897362
ENSG00000099330 0.118015353003901 0.0180700265677234
ENSG00000100983 0.11801234539414 0.018071592549616
ENSG00000132005 0.117974398598865 0.0180913620111882
ENSG00000169902 0.117934043434421 0.0181124097470691
ENSG00000172404 0.117902179671609 0.0181290458672025
ENSG00000162413 0.117883486367547 0.018138812732245
ENSG00000140519 0.117808039909259 0.018178285084046
ENSG00000029153 0.117737828658016 0.0182150950931486
ENSG00000172673 0.117720228499133 0.0182243340167805
ENSG00000178199 0.117709169895715 0.0182301414356631
ENSG00000189367 0.117702652971458 0.0182335646552125
ENSG00000136205 0.117655147548376 0.0182585376712225
ENSG00000142046 0.117570812898792 0.0183029550761318
ENSG00000159720 0.117532293186659 0.0183232783430278
ENSG00000100422 0.117498977311351 0.0183408741064306
ENSG00000090932 0.117483396794964 0.018349108707739
ENSG00000116815 0.117468451041006 0.0183570112760403
ENSG00000121406 0.117466675959204 0.0183579500752324
ENSG00000198832 0.117433382987046 0.018375566786885
ENSG00000043093 0.117414492836108 0.01838556982637
ENSG00000150995 0.117363955015805 0.0184123580893321
ENSG00000170310 0.117353583485446 0.0184178604540852
ENSG00000118515 0.117351392663112 0.0184190229508725
ENSG00000198752 0.117346665236677 0.0184215316719309
ENSG00000206561 0.117267384691574 0.0184636543908032
ENSG00000080854 0.117243841009938 0.0184761818524564
ENSG00000139318 0.117198390834287 0.0185003895272864
ENSG00000132463 0.117168858968929 0.0185161356769965
ENSG00000110851 0.117138638041206 0.0185322630135403
ENSG00000144857 0.117125778101243 0.0185391299263524
ENSG00000160145 0.117124267442867 0.0185399367491601
ENSG00000103227 0.117056678032665 0.018576071085989
ENSG00000085832 0.116952444236606 0.0186319332801812
ENSG00000106268 0.116944977540387 0.0186359413198254
ENSG00000166123 0.116880249948027 0.0186707222951983
ENSG00000154642 0.116829305140466 0.0186981425297823
ENSG00000112320 0.116795560054774 0.0187163273139275
ENSG00000067191 0.116750541501166 0.0187406145857847
ENSG00000176170 0.116732937339869 0.0187501204532734
ENSG00000181915 0.116671621811999 0.0187832669389318
ENSG00000166579 0.116636558288926 0.018802248049191
ENSG00000151690 0.116623860111433 0.0188091267167942
ENSG00000135723 0.116543346375768 0.0188527996549701
ENSG00000101220 0.116460268067453 0.0188979693334095
ENSG00000106733 0.116454016296629 0.0189013727695184
ENSG00000100523 0.116392949905512 0.0189346490930142
ENSG00000069493 0.11638482290299 0.0189390820504232
ENSG00000136868 0.116382035094412 0.0189406029269779
ENSG00000204428 0.116379478932289 0.0189419975365153
ENSG00000072071 0.116377585153954 0.0189430308236986
ENSG00000118246 0.116261238223668 0.0190066198361938
ENSG00000185745 0.116222146609996 0.0190280328049461
ENSG00000142002 0.116149025304228 0.0190681503999208
ENSG00000105993 0.116147054348182 0.0190692329167415
ENSG00000034713 0.116107273855754 0.0190910947944705
ENSG00000170677 0.11608751077753 0.0191019651078068
ENSG00000069431 0.116075695065093 0.0191084670590786
ENSG00000165821 0.116014469762395 0.0191421933746341
ENSG00000155629 0.115983268911391 0.019159403300149
ENSG00000156970 0.115955611257141 0.0191746717108239
ENSG00000184110 0.115936394092807 0.0191852876696481
ENSG00000173210 0.115906867841707 0.0192016099673891
ENSG00000054967 0.115856840127734 0.0192292971200247
ENSG00000187726 0.115822684307173 0.019248222985853
ENSG00000168495 0.115791697578397 0.0192654088666335
ENSG00000164916 0.115766488195404 0.0192794017652202
ENSG00000007341 0.11572863472822 0.0193004319581895
ENSG00000008300 0.115702056899412 0.019315211388889
ENSG00000142634 0.115697604320221 0.0193176884846238
ENSG00000172331 0.11561876683886 0.0193616003480932
ENSG00000174989 0.115600883140611 0.019371575230589
ENSG00000107736 0.115575494950141 0.0193857446246284
ENSG00000177169 0.115561575486999 0.0193935175845838
ENSG00000161010 0.11556106724765 0.0193938014561819
ENSG00000198010 0.115495579368001 0.0194304135890704
ENSG00000115297 0.115479108759594 0.0194396325787087
ENSG00000154518 0.115387239876173 0.019491133612529
ENSG00000135638 0.115374723841017 0.0194981605045712
ENSG00000125841 0.115339562458199 0.0195179146823445
ENSG00000179862 0.115332701477696 0.0195217716012006
ENSG00000188306 0.115331967571355 0.019522184213516
ENSG00000162992 0.115313710716473 0.0195324512620076
ENSG00000124786 0.115307541907765 0.0195359216085542
ENSG00000121578 0.115266397289877 0.0195590837565534
ENSG00000132746 0.115266014844296 0.0195592991803473
ENSG00000163113 0.115255851236126 0.019565024998129
ENSG00000125843 0.115250956738502 0.0195677829797933
ENSG00000049167 0.115219983137926 0.0195852451420895
ENSG00000049249 0.115175441376544 0.0196103838734167
ENSG00000137812 0.115090821966593 0.0196582302774373
ENSG00000144559 0.115082412045179 0.0196629918423539
ENSG00000169418 0.115063911917323 0.0196734703604267
ENSG00000141002 0.115059727910437 0.0196758409621842
ENSG00000125746 0.1149497309686 0.0197382657590444
ENSG00000116711 0.114885493622193 0.0197748124158863
ENSG00000168646 0.114881560158138 0.0197770524734937
ENSG00000143653 0.114832615533377 0.0198049469315613
ENSG00000168811 0.114803160560793 0.0198217527302089
ENSG00000080709 0.114792412017176 0.0198278889400951
ENSG00000163600 0.114775688097718 0.0198374401750634
ENSG00000070371 0.114737265701257 0.0198594010145228
ENSG00000120725 0.114658243116295 0.0199046434845724
ENSG00000102804 0.114522617848425 0.0199825315706328
ENSG00000035928 0.114436064772321 0.0200323964564704
ENSG00000182154 0.114400058327414 0.0200531769031855
ENSG00000107341 0.114396188231953 0.0200554117324945
ENSG00000111181 0.114304962858053 0.0201081626521846
ENSG00000165655 0.114232153035681 0.0201503638500915
ENSG00000174136 0.114203672198624 0.0201668955547416
ENSG00000175518 0.114114514235955 0.0202187346007943
ENSG00000161395 0.114108640112568 0.0202221546397114
ENSG00000115310 0.114087037356594 0.0202347371732801
ENSG00000100028 0.114079151141026 0.0202393324433805
ENSG00000109452 0.114057748484211 0.0202518089303187
ENSG00000181408 0.114006745628276 0.0202815714460622
ENSG00000143198 0.113970290383822 0.0203028714302393
ENSG00000128607 0.113896679549695 0.0203459484731949
ENSG00000179115 0.113884515054595 0.0203530758848962
ENSG00000069869 0.113814810187642 0.0203939652464793
ENSG00000140798 0.113801606298356 0.0204017199447559
ENSG00000109861 0.113793847817487 0.0204062779010421
ENSG00000118785 0.113788258188734 0.0204095623270424
ENSG00000117090 0.11377119469914 0.0204195919666394
ENSG00000138767 0.113685682627219 0.0204699284966525
ENSG00000158710 0.113667531327376 0.0204806291061495
ENSG00000151914 0.113663860486527 0.0204827938281218
ENSG00000204843 0.1136567409772 0.0204869929045315
ENSG00000155087 0.113569690649934 0.020538404398295
ENSG00000104371 0.113509182802047 0.0205742156654154
ENSG00000157353 0.11350070390903 0.0205792388181509
ENSG00000120708 0.113457939561588 0.0206045923222493
ENSG00000153395 0.11344750530093 0.0206107831519464
ENSG00000182247 0.113339804152486 0.0206747924201574
ENSG00000010219 0.113321664136136 0.0206855929033347
ENSG00000184385 0.113245468040357 0.0207310210910014
ENSG00000121931 0.113223503102539 0.0207441350404518
ENSG00000168137 0.11322101578763 0.0207456205877235
ENSG00000110171 0.113210044883198 0.0207521742173902
ENSG00000065060 0.113186299505566 0.0207663659237622
ENSG00000167414 0.113185277834716 0.0207669767542071
ENSG00000148950 0.113173876046539 0.0207737948007825
ENSG00000138336 0.1131250618936 0.0208030099131611
ENSG00000166888 0.113119842677587 0.0208061360165637
ENSG00000183476 0.113108147269978 0.0208131428002036
ENSG00000151466 0.113097950427285 0.0208192537022298
ENSG00000111707 0.113050932400119 0.020847454418756
ENSG00000146221 0.113042135617424 0.0208527348205449
ENSG00000132604 0.11302946439804 0.0208603432520862
ENSG00000221944 0.113005520197882 0.0208747280898804
ENSG00000110492 0.112969571211409 0.0208963435301999
ENSG00000135899 0.112933606600434 0.0209179906648149
ENSG00000188763 0.112920316117332 0.0209259958684882
ENSG00000115170 0.112849745181687 0.0209685537069788
ENSG00000151746 0.112849323734082 0.0209688081198629
ENSG00000198937 0.112797438756911 0.0210001527227912
ENSG00000108306 0.112755401188684 0.0210255825471748
ENSG00000125630 0.112748134305047 0.021029981617146
ENSG00000139160 0.112678450772484 0.0210722116975286
ENSG00000102981 0.112645797271797 0.0210920296368824
ENSG00000105875 0.112637328809875 0.0210971723140545
ENSG00000141933 0.112578478795804 0.0211329449068798
ENSG00000137674 0.112565910405664 0.0211405925577757
ENSG00000140854 0.112512181545155 0.021173316739894
ENSG00000116717 0.112507842542341 0.0211759616600178
ENSG00000089091 0.112457660958018 0.0212065746999286
ENSG00000155749 0.112455993141463 0.0212075929000108
ENSG00000143753 0.112447532891747 0.0212127586226534
ENSG00000018408 0.112447187206176 0.0212129697205847
ENSG00000125735 0.112426972728505 0.0212253176249257
ENSG00000119655 0.112374500017639 0.021257403715413
ENSG00000212916 0.112304976619594 0.0212999904029916
ENSG00000187741 0.112302379416383 0.0213015829701486
ENSG00000109158 0.112233225063666 0.0213440310600106
ENSG00000119614 0.112166930115835 0.0213848030964585
ENSG00000160072 0.112144733836543 0.0213984713515942
ENSG00000166959 0.112125159961929 0.0214105319756173
ENSG00000131061 0.112102589462069 0.0214244474037066
ENSG00000164442 0.112084533401539 0.0214355860229838
ENSG00000122912 0.111996798351388 0.0214897911455318
ENSG00000109787 0.111988455017363 0.0214949529908368
ENSG00000011376 0.111969786453062 0.0215065073132008
ENSG00000176890 0.111933646534395 0.0215288925678085
ENSG00000198000 0.111900008544818 0.0215497489708185
ENSG00000174306 0.111896771530562 0.0215517570627923
ENSG00000169783 0.11188248161139 0.0215606240872708
ENSG00000185880 0.111855560578733 0.0215773387065377
ENSG00000104885 0.111823943018042 0.0215969857713061
ENSG00000125266 0.111811776470604 0.0216045507780129
ENSG00000114126 0.111811607320912 0.021604655971776
ENSG00000159496 0.111808944312671 0.0216063121570875
ENSG00000118407 0.111625587365342 0.0217206507247278
ENSG00000118508 0.111612643008977 0.0217287453707873
ENSG00000153790 0.111546972012319 0.0217698585149764
ENSG00000131981 0.11148257967999 0.0218102464169607
ENSG00000204533 0.111417758529135 0.0218509786915726
ENSG00000141506 0.111396666800776 0.0218642486373097
ENSG00000146648 0.11138338332042 0.0218726101135571
ENSG00000115919 0.111309635817526 0.0219190895195858
ENSG00000104331 0.111281319021145 0.0219369623377415
ENSG00000007314 0.111232314309461 0.0219679271472235
ENSG00000135269 0.111228486914351 0.0219703474122672
ENSG00000187164 0.111200757803595 0.0219878899392318
ENSG00000185504 0.111190690288458 0.0219942624992147
ENSG00000196391 0.11115548012602 0.0220165643923429
ENSG00000137818 0.111133745710445 0.0220303420814352
ENSG00000140545 0.11111586130683 0.0220416856492789
ENSG00000129277 0.111111944834398 0.0220441705330852
ENSG00000107242 0.110988076441941 0.0221229055237906
ENSG00000135604 0.110980411617903 0.0221277867467711
ENSG00000169213 0.110978444792918 0.0221290394614804
ENSG00000213689 0.110946068891957 0.0221496705569142
ENSG00000117477 0.110932079017673 0.0221585913420084
ENSG00000128165 0.110854414639246 0.0222081799855127
ENSG00000129521 0.11085160374757 0.0222099768103623
ENSG00000160410 0.110830766782412 0.0222233010807733
ENSG00000206560 0.110827023543167 0.022225695552379
ENSG00000083168 0.110713527741039 0.0222984186779245
ENSG00000107014 0.110691660073957 0.0223124577494245
ENSG00000137414 0.110644444582156 0.0223428002179422
ENSG00000154274 0.110545718829898 0.0224063781343045
ENSG00000100997 0.110536721461598 0.0224121812658353
ENSG00000168490 0.110526694837139 0.022418650013428
ENSG00000180539 0.110465121945288 0.0224584150340628
ENSG00000170100 0.110456887624077 0.0224637382538333
ENSG00000130270 0.110448333298123 0.0224692696785063
ENSG00000157833 0.110447381054301 0.0224698855053411
ENSG00000196396 0.110347553780919 0.0225345383751872
ENSG00000196542 0.110337180950776 0.0225412669399641
ENSG00000196151 0.11030346209434 0.0225631532622983
ENSG00000101447 0.11028137702442 0.022577499779417
ENSG00000136247 0.110279176013359 0.0225789300600807
ENSG00000048162 0.110246695492863 0.0226000473493946
ENSG00000073169 0.110241276448723 0.0226035724705749
ENSG00000111224 0.110217602097999 0.0226189792107219
ENSG00000163435 0.110199621186233 0.0226306877841735
ENSG00000183891 0.110188896761067 0.0226376740513361
ENSG00000143434 0.110179301864531 0.0226439263266713
ENSG00000164970 0.110135921848615 0.0226722153323939
ENSG00000142156 0.109992410566837 0.0227660534056637
ENSG00000135541 0.109900758605386 0.0228261846680475
ENSG00000145365 0.109873229886207 0.0228442766980095
ENSG00000177602 0.10986262436045 0.0228512505251874
ENSG00000121858 0.109782729687247 0.0229038547958389
ENSG00000179583 0.109779739953388 0.0229058256398802
ENSG00000025708 0.109778102006398 0.0229069054525457
ENSG00000076662 0.109729817666815 0.0229387596079014
ENSG00000148468 0.109725017167361 0.0229419290081943
ENSG00000118971 0.109710815627119 0.0229513077498131
ENSG00000136274 0.109655873854683 0.0229876274994896
ENSG00000076604 0.10963376843855 0.0230022566507944
ENSG00000107554 0.109557187457292 0.0230530090581438
ENSG00000036672 0.109544694775934 0.0230612989065078
ENSG00000175309 0.109524892943697 0.0230744450277391
ENSG00000115649 0.109522058623318 0.0230763272994188
ENSG00000085465 0.109492079715511 0.0230962456675186
ENSG00000075420 0.1093879593435 0.0231655578915144
ENSG00000124155 0.109370920023758 0.0231769205929213
ENSG00000070759 0.109320257687295 0.0232107377186597
ENSG00000197410 0.109319489807621 0.0232112506571251
ENSG00000149308 0.109298759190011 0.0232251028453585
ENSG00000144355 0.109259591965297 0.0232512968813303
ENSG00000164022 0.109252383112344 0.0232561211881475
ENSG00000140092 0.109168650722135 0.023312229781244
ENSG00000196284 0.109020481551642 0.023411848273764
ENSG00000176595 0.108998087901898 0.0234269410889416
ENSG00000189233 0.108973294716997 0.0234436624623791
ENSG00000147669 0.108875060205752 0.0235100323463504
ENSG00000124882 0.108846396397691 0.0235294337026519
ENSG00000127561 0.108823076575808 0.0235452297206309
ENSG00000111981 0.108802737096808 0.0235590156005889
ENSG00000163812 0.10876115928156 0.0235872216657027
ENSG00000159314 0.108758836554224 0.0235887983793832
ENSG00000146067 0.108748321819609 0.0235959373071153
ENSG00000111726 0.108714813721956 0.0236187018543172
ENSG00000213190 0.108654589778547 0.0236596715807575
ENSG00000197020 0.108637940850098 0.0236710101841946
ENSG00000049239 0.108637475114296 0.0236713274473541
ENSG00000179195 0.108630460281295 0.0236761065242093
ENSG00000184203 0.108615103883316 0.0236865719179367
ENSG00000137809 0.108569290564705 0.0237178211623235
ENSG00000079156 0.108533935752632 0.0237419647918702
ENSG00000184986 0.108507666503336 0.0237599198185376
ENSG00000197943 0.108462732861829 0.0237906633787723
ENSG00000168765 0.108409278297296 0.0238272886682229
ENSG00000137942 0.108389439323914 0.0238408959888734
ENSG00000106603 0.108327464740048 0.0238834536198964
ENSG00000069974 0.108309404719051 0.0238958696079441
ENSG00000155980 0.108305129023198 0.0238988100265953
ENSG00000117280 0.10828322199318 0.0239138812743143
ENSG00000064309 0.108255483493063 0.0239329779769721
ENSG00000155256 0.108238510924397 0.0239446703295463
ENSG00000145391 0.108235044703499 0.0239470589000561
ENSG00000168884 0.108194322050959 0.0239751386725349
ENSG00000213240 0.108157762200361 0.0240003760408398
ENSG00000170540 0.108150945264558 0.0240050847238176
ENSG00000154342 0.108149161927471 0.0240063166859041
ENSG00000166676 0.1081208500704 0.024025883495876
ENSG00000105613 0.108082659593094 0.0240523028175941
ENSG00000100906 0.10805133465413 0.0240739943636239
ENSG00000174953 0.107842133095338 0.0242193616014178
ENSG00000151287 0.107840790084622 0.0242202976408594
ENSG00000196700 0.107802014421046 0.0242473387353697
ENSG00000125871 0.10778844380065 0.0242568096374276
ENSG00000162374 0.107785392806322 0.0242589394273067
ENSG00000145864 0.10767566473289 0.0243356609203911
ENSG00000101680 0.107603198940782 0.0243864615603173
ENSG00000159398 0.107586852803918 0.0243979353116019
ENSG00000136828 0.107552051243382 0.0244223813354303
ENSG00000165702 0.107548922633525 0.0244245801956218
ENSG00000185271 0.107476216713631 0.0244757353424148
ENSG00000079462 0.107436782220665 0.0245035257962245
ENSG00000185634 0.107366356541446 0.0245532349233304
ENSG00000164291 0.107278165456557 0.0246156256183263
ENSG00000156711 0.10726587467424 0.0246243332836196
ENSG00000143630 0.107248189296706 0.0246368682635758
ENSG00000155096 0.107223408647618 0.0246544429287272
ENSG00000015532 0.107189899584333 0.0246782277843707
ENSG00000166394 0.107174217891036 0.0246893665797723
ENSG00000111676 0.107164765579381 0.024696083036039
ENSG00000163251 0.10716313599923 0.0246972411386976
ENSG00000116786 0.107159441808701 0.0246998667102321
ENSG00000140678 0.107132338638793 0.0247191382718217
ENSG00000136935 0.107067266993487 0.0247654684581236
ENSG00000112782 0.107064278851988 0.0247675980589901
ENSG00000136931 0.106986149962486 0.0248233442479298
ENSG00000198931 0.106976505681896 0.0248302342796871
ENSG00000011143 0.106961832347467 0.0248407208148107
ENSG00000115641 0.106941557071848 0.0248552181490209
ENSG00000110719 0.106921236912302 0.024869756057639
ENSG00000122547 0.10689103144676 0.0248913820376628
ENSG00000222019 0.106885231224544 0.0248955369290145
ENSG00000205246 0.106868837519234 0.0249072840307001
ENSG00000075975 0.106831163617804 0.0249343006981861
ENSG00000179088 0.106663250995629 0.0250550705447814
ENSG00000108960 0.106594212548281 0.0251048953181363
ENSG00000132394 0.106581561450124 0.0251140362939113
ENSG00000172717 0.106577634605431 0.025116874288567
ENSG00000175390 0.106577593781598 0.0251169037942995
ENSG00000162702 0.106559327986938 0.0251301090103864
ENSG00000213654 0.106505201147631 0.0251692806453667
ENSG00000175782 0.106438432832774 0.0252176849976142
ENSG00000126705 0.106407118200309 0.0252404188885675
ENSG00000141293 0.106375026445473 0.0252637382090266
ENSG00000129757 0.106332267192517 0.0252948424779071
ENSG00000116138 0.10632151647094 0.0253026688710138
ENSG00000143537 0.106316054780844 0.025306645841308
ENSG00000109066 0.106261584159805 0.025346343232131
ENSG00000013588 0.106249165263972 0.0253554026508698
ENSG00000196526 0.106220534426949 0.0253763007980479
ENSG00000147854 0.106209448022288 0.0253843975813153
ENSG00000127337 0.10604066296572 0.0255079865379624
ENSG00000125247 0.105986209018928 0.0255479873721538
ENSG00000152700 0.105980319940757 0.0255523171328436
ENSG00000169129 0.105940902858421 0.0255813162035972
ENSG00000065717 0.105907078278121 0.0256062271104356
ENSG00000143353 0.105864434883409 0.0256376674035854
ENSG00000142235 0.105856113204944 0.0256438073431913
ENSG00000099804 0.105840238925405 0.0256555238553635
ENSG00000169508 0.105813704080274 0.0256751206852872
ENSG00000118369 0.105805437112816 0.0256812291616608
ENSG00000175691 0.10575181719444 0.0257208843016419
ENSG00000075826 0.105685210748907 0.025770229026417
ENSG00000163534 0.105627635044891 0.0258129596830163
ENSG00000143390 0.105620862401488 0.0258179907547533
ENSG00000130731 0.105619989791605 0.0258186390460549
ENSG00000134294 0.105607091165449 0.0258282237690834
ENSG00000108187 0.105583845863088 0.0258455058942184
ENSG00000129810 0.105546434844059 0.0258733440515528
ENSG00000154229 0.105544489225719 0.0258747926382279
ENSG00000186174 0.105523803747111 0.025890198777526
ENSG00000005243 0.105503354091929 0.0259054382966124
ENSG00000144485 0.105478640718451 0.0259238672005409
ENSG00000070081 0.105441592451397 0.0259515188665966
ENSG00000124225 0.105302421393214 0.0260556555550768
ENSG00000167100 0.105289654293297 0.0260652296178789
ENSG00000165752 0.105279893207518 0.0260725518404781
ENSG00000165006 0.105278384472247 0.0260736837931488
ENSG00000153253 0.10522666595018 0.0261125161730891
ENSG00000141569 0.105101236639358 0.0262069340519295
ENSG00000115839 0.105052735667781 0.0262435350131012
ENSG00000096996 0.105004970036057 0.0262796310284861
ENSG00000176261 0.104935344898809 0.0263323350291238
ENSG00000100580 0.104902439470469 0.0263572801660028
ENSG00000132388 0.10487699271899 0.026376587194282
ENSG00000134569 0.104864166528543 0.0263863240784044
ENSG00000083520 0.104856282634557 0.026392310848071
ENSG00000170832 0.104843698692705 0.0264018694950539
ENSG00000154813 0.104830298041978 0.0264120523144036
ENSG00000183741 0.1048265861015 0.0264148736199632
ENSG00000139289 0.104787577552465 0.026444540781291
ENSG00000112486 0.104775804476799 0.026453501102107
ENSG00000096872 0.104743976106569 0.0264777404318415
ENSG00000154920 0.104732864645676 0.026486207748261
ENSG00000187801 0.104726227899372 0.0264912664700514
ENSG00000170231 0.104725823159671 0.0264915750057395
ENSG00000175265 0.104678010538362 0.0265280481851038
ENSG00000108264 0.10462332076365 0.0265698291081804
ENSG00000198478 0.104616241474026 0.0265752422288141
ENSG00000003400 0.104582124973345 0.0266013446070206
ENSG00000204839 0.104568545360583 0.0266117414424625
ENSG00000125966 0.104503516927963 0.0266615849513361
ENSG00000198598 0.104496608356725 0.0266668857740007
ENSG00000135002 0.104343031038386 0.0267849955739441
ENSG00000172915 0.104331569922571 0.0267938307940527
ENSG00000179111 0.104329204344267 0.0267956547496386
ENSG00000115596 0.104315668654424 0.0268060936982857
ENSG00000213923 0.104303741527027 0.0268152954698739
ENSG00000180535 0.104302742867548 0.0268160660784631
ENSG00000151967 0.10425979671788 0.0268492261515523
ENSG00000115841 0.1042589912732 0.0268498484525992
ENSG00000090530 0.104210676426173 0.0268872037873582
ENSG00000188878 0.104176990326547 0.0269132794611084
ENSG00000113580 0.104119015582744 0.026958215719993
ENSG00000146122 0.104118631012632 0.0269585140510935
ENSG00000197599 0.104107418869067 0.0269672133485215
ENSG00000203943 0.10405726250523 0.0270061631651135
ENSG00000124783 0.103998058870801 0.027052211266414
ENSG00000139131 0.103996319097278 0.0270535656359994
ENSG00000186020 0.103972210784012 0.0270723403348421
ENSG00000125398 0.103967488588251 0.0270760193405031
ENSG00000113971 0.103963072154594 0.0270794605834885
ENSG00000185669 0.103958777636057 0.0270828072512048
ENSG00000174125 0.103957369498535 0.0270839046863185
ENSG00000160049 0.103936217731927 0.0271003947198905
ENSG00000143819 0.103916913250127 0.0271154533715479
ENSG00000196937 0.103905876648137 0.0271240663447532
ENSG00000054219 0.103904472550812 0.0271251622998001
ENSG00000189334 0.103871471298577 0.027150933887216
ENSG00000119138 0.103863499343952 0.0271571630810157
ENSG00000119537 0.103859152564724 0.0271605602070686
ENSG00000186226 0.103825114808959 0.0271871763497491
ENSG00000101158 0.103803794061466 0.027203861606601
ENSG00000104687 0.103792726788874 0.0272125267084249
ENSG00000165028 0.103778364746848 0.0272237755636975
ENSG00000176928 0.103776922344412 0.0272249055610978
ENSG00000120539 0.103703615246057 0.0272823972027068
ENSG00000110651 0.103667076986276 0.0273110979790052
ENSG00000141428 0.103660232343189 0.027316477801812
ENSG00000186994 0.103655709608576 0.0273200332093058
ENSG00000198131 0.103600354904607 0.0273635861471027
ENSG00000034693 0.10357899636307 0.0273804095718599
ENSG00000128917 0.103549764930209 0.0274034510021886
ENSG00000181830 0.103531830346055 0.0274175973954121
ENSG00000163808 0.10348401540718 0.0274553484785336
ENSG00000164938 0.10347155589434 0.0274651941187272
ENSG00000138829 0.103457799608255 0.0274760685893742
ENSG00000177156 0.103416601866803 0.027508661579009
ENSG00000110375 0.103386355063047 0.0275326155377904
ENSG00000130940 0.10335987396209 0.0275536043952933
ENSG00000113318 0.103343122768294 0.0275668896239931
ENSG00000141720 0.103327085399962 0.0275796147339946
ENSG00000158169 0.103299071877788 0.0276018566303227
ENSG00000186976 0.103274659253032 0.0276212541690422
ENSG00000125798 0.103209511215711 0.027673085694226
ENSG00000183117 0.10319090468376 0.0276879068527425
ENSG00000167977 0.103170585696519 0.0277041011599932
ENSG00000072682 0.103163393874635 0.0277098353410279
ENSG00000146072 0.103151607619383 0.0277192353244642
ENSG00000127074 0.103133148290355 0.027733963754065
ENSG00000176105 0.103114302494106 0.0277490086258125
ENSG00000138709 0.103090470766758 0.0277680455427505
ENSG00000117322 0.103063099025065 0.0277899263824557
ENSG00000184445 0.103029163699413 0.0278170780980074
ENSG00000173295 0.10300711125882 0.0278347365373024
ENSG00000213214 0.102990075976091 0.0278483851855773
ENSG00000104856 0.102916816265205 0.0279071572206442
ENSG00000180855 0.102889496998742 0.02792910567966
ENSG00000165527 0.102871666070803 0.0279434404767267
ENSG00000080503 0.102841718489563 0.0279675327861451
ENSG00000181396 0.102788675089645 0.0280102563579221
ENSG00000156026 0.102741414909169 0.0280483769333555
ENSG00000115844 0.102697550839377 0.0280838046718617
ENSG00000172081 0.102678183956036 0.0280994610051204
ENSG00000165181 0.102652034979438 0.0281206139075052
ENSG00000158258 0.102602984284381 0.0281603359201119
ENSG00000124523 0.10258162328516 0.0281776519542609
ENSG00000140564 0.102580526512443 0.0281785413275926
ENSG00000123144 0.102568215767822 0.0281885260439019
