R2 p
ENSG00000155034 0.0433753375185601 0.160074532806861
ENSG00000126773 0.0433514102252178 0.16019242808863
ENSG00000183977 0.0433412282995012 0.160242625884067
ENSG00000064703 0.0433365989058414 0.160265454953819
ENSG00000162927 0.0433263018626683 0.160316245967301
ENSG00000127511 0.0433162395272939 0.160365896453836
ENSG00000166704 0.0433128214633527 0.160382766041749
ENSG00000142530 0.0433125558034808 0.160384077267472
ENSG00000101365 0.0433083893076947 0.160404643521152
ENSG00000105281 0.0432989478399652 0.160451258369896
ENSG00000205155 0.0432983578014331 0.160454172032396
ENSG00000204634 0.0432904876494687 0.160493041132957
ENSG00000067064 0.0432798231079412 0.160545727772326
ENSG00000110042 0.0432767023001626 0.160561149292171
ENSG00000120658 0.0432707478219467 0.160590577981711
ENSG00000141580 0.043270371954294 0.160592435824401
ENSG00000181754 0.0432579023464428 0.160654084209314
ENSG00000131503 0.0432058454961318 0.160911730398255
ENSG00000010256 0.0431949755045577 0.160965587146054
ENSG00000140749 0.043161795353176 0.161130105736929
ENSG00000145860 0.0431382560827203 0.161246934296583
ENSG00000109220 0.0431274917145354 0.161300390518476
ENSG00000189376 0.043119721725164 0.161338988734347
ENSG00000152578 0.0431092314647666 0.161391116384485
ENSG00000132286 0.0431073860969657 0.161400288215976
ENSG00000147586 0.0430990009727306 0.161441971153215
ENSG00000131795 0.0430906533375637 0.16148347955995
ENSG00000189362 0.043087021738963 0.161501541278505
ENSG00000167807 0.0430812454712722 0.161530274091706
ENSG00000118620 0.0430620738709496 0.161625679678719
ENSG00000152684 0.0430585697402013 0.161643124379815
ENSG00000176920 0.0430518925352014 0.161676371442773
ENSG00000105767 0.0430314569963245 0.161778170870379
ENSG00000168538 0.0430311349751607 0.161779775583053
ENSG00000110330 0.0430162848418873 0.161853796681794
ENSG00000178222 0.0429959048534188 0.161955442592123
ENSG00000126391 0.0429825022818592 0.162022326896525
ENSG00000108753 0.0429587711250771 0.162140830062826
ENSG00000148841 0.0429331972322513 0.162268642473079
ENSG00000119421 0.0429261270887375 0.162303997093919
ENSG00000213918 0.0429178890339431 0.162345202673311
ENSG00000169291 0.0429071809461822 0.162398780318538
ENSG00000134201 0.0428979697114862 0.162444884160439
ENSG00000158234 0.0428687132887875 0.162591413814479
ENSG00000137055 0.0428652745089955 0.162608646419025
ENSG00000178035 0.0428522643431934 0.162673861988486
ENSG00000115216 0.0428429403483576 0.162720617843922
ENSG00000182272 0.042832477540909 0.162773102079201
ENSG00000197283 0.0428306148449143 0.162782447825325
ENSG00000183091 0.0428280610425934 0.162795262040532
ENSG00000183831 0.0428135017756422 0.162868337424624
ENSG00000163636 0.0428103588526702 0.162884117045385
ENSG00000121440 0.0428072245070251 0.162899855288463
ENSG00000033800 0.0427870983771518 0.163000953179523
ENSG00000102897 0.04276505017295 0.163111785842671
ENSG00000085511 0.0427589019419019 0.163142706862947
ENSG00000139574 0.0427243947720291 0.163316372758472
ENSG00000081791 0.0427218038577176 0.163329420441755
ENSG00000172554 0.0427128849106304 0.163374344536202
ENSG00000158714 0.04269297249084 0.163474691374535
ENSG00000170873 0.0426759637938401 0.163560459249353
ENSG00000100567 0.0426275548491374 0.163804838742793
ENSG00000160870 0.0426176301492723 0.163854990884339
ENSG00000154889 0.042601569477043 0.163936185782998
ENSG00000221916 0.0425925697446976 0.163981703522393
ENSG00000167523 0.042583874931622 0.164025692384872
ENSG00000170448 0.0425730845653388 0.164080301277106
ENSG00000221887 0.0425501978317211 0.164196195320506
ENSG00000187045 0.0425359420467845 0.164268429760472
ENSG00000006007 0.04253581137571 0.16426909203721
ENSG00000004399 0.042529562863953 0.164300764659332
ENSG00000130813 0.0425238406582291 0.164329775467344
ENSG00000105953 0.0424801160431526 0.164551640969808
ENSG00000102189 0.0424551593715958 0.164678423908265
ENSG00000175189 0.0424549137778491 0.164679672092689
ENSG00000143183 0.0424497934470746 0.164705697609234
ENSG00000104980 0.0424462235944265 0.164723845085091
ENSG00000178188 0.0424408700888691 0.164751063982428
ENSG00000182325 0.042423157497338 0.164841155905597
ENSG00000164953 0.0423880020054611 0.165020129940506
ENSG00000105373 0.0423366123903509 0.165282138744758
ENSG00000140391 0.0423028923210152 0.16545431057679
ENSG00000143742 0.0422795972090178 0.165573369704767
ENSG00000197324 0.0422686670365465 0.165629265562283
ENSG00000079263 0.0422358920945351 0.165796999094069
ENSG00000196923 0.0422279805130476 0.165837516734305
ENSG00000197498 0.0422274582248238 0.165840191919579
ENSG00000118496 0.0422268374515076 0.165843371612521
ENSG00000179922 0.0422068668148707 0.165945700295698
ENSG00000181467 0.0421988023845525 0.165987041957314
ENSG00000100242 0.0421897791130388 0.166033312598448
ENSG00000158186 0.0421752247516533 0.166107976426354
ENSG00000167930 0.0421594273516439 0.166189059236479
ENSG00000168246 0.0421215527138597 0.166383636253142
ENSG00000124006 0.0421133552397746 0.166425783223368
ENSG00000169045 0.0420824362111863 0.166584858864624
ENSG00000141968 0.042065785913813 0.16667059312008
ENSG00000174106 0.0420480708539372 0.166761863781243
ENSG00000101204 0.0420450496184389 0.166777435184169
ENSG00000145781 0.0420387629340622 0.166809841840314
ENSG00000159399 0.042027977605409 0.166865454445947
ENSG00000130592 0.0420253475167041 0.166879019148928
ENSG00000114062 0.0420163531567531 0.166925416890638
ENSG00000132196 0.0420096350372324 0.166960081912592
ENSG00000121417 0.0419970748644303 0.167024912976386
ENSG00000089902 0.0419893475601373 0.167064812421897
ENSG00000176087 0.0419596041471334 0.167218489528703
ENSG00000170017 0.0419584375455925 0.16722452028106
ENSG00000160111 0.041952153164906 0.167257011576442
ENSG00000164010 0.0419413459301788 0.167312903190479
ENSG00000185347 0.0419400102197084 0.1673198125056
ENSG00000143420 0.041932114681426 0.167360660740803
ENSG00000177000 0.0419293182361439 0.167375131045125
ENSG00000147419 0.0419233075667916 0.167406238171995
ENSG00000166348 0.0418908995645831 0.16757407067549
ENSG00000185404 0.0418846785127903 0.167606309258148
ENSG00000168818 0.0418749996173505 0.167656480703919
ENSG00000132465 0.0418718410201599 0.167672857196686
ENSG00000179979 0.0418590954959816 0.167738957445698
ENSG00000011295 0.0418539445198487 0.167765679420445
ENSG00000137955 0.0418426906107713 0.167824078352916
ENSG00000058063 0.0418397060466262 0.167839569684235
ENSG00000134086 0.0418320873569345 0.167879121578888
ENSG00000176912 0.041830423640067 0.167887760027324
ENSG00000143933 0.0418276690275684 0.167902063774846
ENSG00000170035 0.0418141841784319 0.167972105478457
ENSG00000160271 0.0418094902354421 0.167996493927897
ENSG00000174807 0.041779511044289 0.168152350567401
ENSG00000136104 0.041774060018824 0.168180706783013
ENSG00000196597 0.0417145800210086 0.168490467443671
ENSG00000130584 0.0417139443628327 0.168493781257886
ENSG00000136451 0.0417063377061555 0.168533441918652
ENSG00000132688 0.0416829746400885 0.168655320528052
ENSG00000115694 0.0416390627508599 0.168884662114116
ENSG00000130935 0.041619779885196 0.168985481682949
ENSG00000197798 0.0415992236742048 0.169093032652476
ENSG00000126368 0.0415978738408175 0.169100097703417
ENSG00000067141 0.0415811714107547 0.169187545699254
ENSG00000132763 0.041560713822919 0.169294722964874
ENSG00000120253 0.0415423170681692 0.169391168078957
ENSG00000111261 0.0415355168255627 0.169426833881144
ENSG00000178307 0.0415035654894986 0.169594523704508
ENSG00000181284 0.0414745195153878 0.169747125730424
ENSG00000197077 0.0414651041823789 0.169796624912831
ENSG00000180329 0.0414612434508196 0.169816926564336
ENSG00000173566 0.0414556217198188 0.169846493263409
ENSG00000163637 0.0414475878230645 0.169888756358912
ENSG00000072786 0.041446320248457 0.169895425628205
ENSG00000185009 0.0414381370220843 0.169938488211471
ENSG00000184956 0.0414279314957304 0.169992209777855
ENSG00000129422 0.0414110669959882 0.170081025431544
ENSG00000163517 0.0414061599971846 0.170106877488937
ENSG00000105711 0.0413942587788906 0.170169596112791
ENSG00000137642 0.0413903433550528 0.170190235765807
ENSG00000176171 0.0413482672164256 0.170412210832012
ENSG00000135315 0.0413458924237357 0.170424748799695
ENSG00000187037 0.0413432927580074 0.170438475186727
ENSG00000132792 0.041335126562261 0.170481601191065
ENSG00000172315 0.0413294865673549 0.170511393327391
ENSG00000083457 0.0413284167290769 0.170517045187053
ENSG00000011566 0.041294876287362 0.170694342247492
ENSG00000122696 0.0412853857206525 0.170744547314384
ENSG00000185236 0.0412852853806331 0.170745078200672
ENSG00000105568 0.0412838712508811 0.170752560377108
ENSG00000188596 0.041241741546163 0.170975636833239
ENSG00000107581 0.0412393421387768 0.170988351450811
ENSG00000163393 0.0412267724650096 0.171054976205784
ENSG00000131188 0.0412125641113485 0.171130321527963
ENSG00000142623 0.0412084344604871 0.171152227547428
ENSG00000135245 0.041197514168068 0.171210170062315
ENSG00000108479 0.0411679769100897 0.171367002864596
ENSG00000138346 0.0411603482897998 0.171407534271145
ENSG00000151665 0.0411582848267154 0.171418499435244
ENSG00000136997 0.0411457438245557 0.17148515866894
ENSG00000143612 0.0411434507151445 0.171497350367482
ENSG00000148357 0.0411433290676888 0.171497997153463
ENSG00000166971 0.041142658802574 0.17150156092726
ENSG00000115616 0.041141385881699 0.171508329225885
ENSG00000101019 0.0411396005665935 0.171517822498319
ENSG00000047410 0.041125612223803 0.171592224696982
ENSG00000169245 0.0411137632797471 0.171655275868575
ENSG00000072778 0.0410909911087054 0.171776524810431
ENSG00000110107 0.0410846429598017 0.171810342141411
ENSG00000214290 0.0410639322516236 0.171920722153587
ENSG00000122566 0.0410441199823404 0.172026387879764
ENSG00000008382 0.0410057998711723 0.172230968041993
ENSG00000187908 0.0409764765567699 0.172387700231929
ENSG00000135439 0.0409467913827568 0.172546528704392
ENSG00000115350 0.0409382783630057 0.172592107159592
ENSG00000167394 0.0409378489032978 0.172594406830177
ENSG00000108528 0.0409279686882943 0.172647322845666
ENSG00000174827 0.0409233057396986 0.172672302748165
ENSG00000167114 0.0409220239796289 0.172679169977613
ENSG00000158747 0.0409132444276902 0.172726215993127
ENSG00000185219 0.0409128061583157 0.172728564873768
ENSG00000143379 0.0409049350279574 0.172770755836171
ENSG00000144747 0.0408964980074522 0.172815992868165
ENSG00000130706 0.0408632693640216 0.172994284551829
ENSG00000136167 0.0408516176326065 0.173056851735264
ENSG00000125878 0.0408490607825694 0.173070584826793
ENSG00000167674 0.0408329738760706 0.173157017094575
ENSG00000171606 0.0408287797959029 0.173179559109366
ENSG00000118004 0.0408166599659831 0.173244718246194
ENSG00000214367 0.0408125770119005 0.173266675359949
ENSG00000184182 0.0408121325914964 0.173269065530139
ENSG00000100347 0.0407866660413765 0.173406090598526
ENSG00000154265 0.0407698371954413 0.173496706137864
ENSG00000164078 0.0407645611452048 0.1735251261141
ENSG00000167657 0.0407295163912267 0.173714030260188
ENSG00000151812 0.0406936339923975 0.173907687711986
ENSG00000108666 0.0406854410112818 0.173951939084461
ENSG00000143799 0.0406739079571524 0.174014251956057
ENSG00000141298 0.040654791769209 0.174117591302038
ENSG00000155115 0.0406488266042613 0.174149852159167
ENSG00000113583 0.0406004092646435 0.1744119505607
ENSG00000104635 0.0405866722559479 0.174486393618389
ENSG00000115956 0.0405509501872314 0.174680143596322
ENSG00000177683 0.0405211008369739 0.174842225511844
ENSG00000147416 0.0405102151705562 0.174901376502721
ENSG00000139291 0.0405076800243885 0.174915155298861
ENSG00000091483 0.0404979300277647 0.174968158908186
ENSG00000115392 0.0404978317134968 0.174968693462509
ENSG00000145022 0.0404868707208178 0.175028302025323
ENSG00000107036 0.0404336775579184 0.175317902244927
ENSG00000135973 0.0404270623673042 0.175353954871257
ENSG00000187833 0.0404216971111857 0.175383201476758
ENSG00000104064 0.0403890594824777 0.175561230423807
ENSG00000197459 0.040379849754817 0.175611503430527
ENSG00000006125 0.0403560958705721 0.175741242785097
ENSG00000184682 0.0403329686941106 0.175867662240386
ENSG00000156689 0.0403153450483201 0.175964066226836
ENSG00000115904 0.04030594045314 0.176015534975657
ENSG00000104450 0.0403039741124134 0.176026298344487
ENSG00000112365 0.0403026234617967 0.176033691971555
ENSG00000120690 0.0402941446162409 0.176080114153087
ENSG00000116675 0.0402836797913787 0.176137428584217
ENSG00000169679 0.04028294543542 0.176141451336634
ENSG00000132718 0.0402537862734457 0.176301266413457
ENSG00000008294 0.0402438358270053 0.176355839809384
ENSG00000119801 0.0402431117260229 0.176359811891973
ENSG00000078246 0.0402241751735782 0.176463724619515
ENSG00000196968 0.040217477357689 0.176500494727744
ENSG00000187642 0.0402101756553877 0.176540589866172
ENSG00000154309 0.0401876091039946 0.176664571896948
ENSG00000185792 0.0401815329766778 0.176697971176622
ENSG00000177646 0.0401725125743561 0.176747567601099
ENSG00000188242 0.040164268629136 0.176792908506896
ENSG00000116983 0.0401518295448685 0.1768613469344
ENSG00000005955 0.0401454627314939 0.176896387898867
ENSG00000166851 0.0400988585103285 0.177153120005751
ENSG00000100084 0.0400851901565772 0.177228495018732
ENSG00000113273 0.040079484602706 0.17725996929093
ENSG00000196335 0.0400650657041558 0.177339538011219
ENSG00000090060 0.040063467993719 0.17734835722056
ENSG00000125970 0.040049166659147 0.177427321116443
ENSG00000146410 0.0400434398212255 0.177458952529068
ENSG00000104218 0.040038401763644 0.177486784782095
ENSG00000115827 0.0399903488838646 0.177752494186202
ENSG00000165392 0.0399867984913713 0.177772143836715
ENSG00000114999 0.039986099354419 0.177776013497754
ENSG00000108823 0.0399778378095172 0.177821747567105
ENSG00000117410 0.0399549559884065 0.177948485090791
ENSG00000182871 0.0399405561617131 0.178028294572676
ENSG00000132824 0.0399354787720322 0.178056445024933
ENSG00000152465 0.0399326806423927 0.178071960762326
ENSG00000114779 0.0399195068119801 0.178145030535626
ENSG00000174748 0.0399169090038662 0.178159443467813
ENSG00000126216 0.0398707109461439 0.17841597401688
ENSG00000124257 0.0398552164678421 0.178502105163715
ENSG00000182704 0.0398537757281097 0.178510116358225
ENSG00000222036 0.0398285054366322 0.178650696724968
ENSG00000186567 0.0398069630103474 0.17877063678451
ENSG00000125944 0.0398025799640488 0.178795050981844
ENSG00000188011 0.0397988562083158 0.178815795774939
ENSG00000104522 0.0397978598135799 0.178821347081022
ENSG00000067248 0.0397772981517501 0.178935947343343
ENSG00000063761 0.0397741012042763 0.178953772906056
ENSG00000196358 0.0397625036314507 0.179018455462837
ENSG00000188981 0.0397456749202344 0.179112360040177
ENSG00000185933 0.0397378990836714 0.179155768048124
ENSG00000104728 0.0397240324382735 0.179233206828254
ENSG00000198286 0.0397133514920227 0.179292880568328
ENSG00000174939 0.0396901928633092 0.179422342899057
ENSG00000170860 0.0396637738937149 0.179570159466169
ENSG00000169710 0.0396292078342633 0.179763766239347
ENSG00000108961 0.0396050277650493 0.179899339711764
ENSG00000161249 0.0395372432282807 0.180280008401968
ENSG00000205981 0.0395347822469389 0.180293845945527
ENSG00000036549 0.0394918965698256 0.180535174098456
ENSG00000067955 0.0394891384890802 0.180550706905865
ENSG00000164134 0.0394866731037883 0.180564592598017
ENSG00000164877 0.0394686405293131 0.180666193245213
ENSG00000120616 0.0394540922087696 0.180748209433592
ENSG00000148400 0.0394310807176876 0.18087802220231
ENSG00000138769 0.0394274665807576 0.180898419843833
ENSG00000179988 0.0394271857256382 0.180900005055838
ENSG00000131044 0.0394231852052664 0.180922586623797
ENSG00000147862 0.0394188654747329 0.180946973581057
ENSG00000129187 0.0393984352996262 0.181062361815497
ENSG00000115414 0.0393948991169089 0.181082342328975
ENSG00000183828 0.0393946396776018 0.181083808337956
ENSG00000018699 0.0393771091472918 0.181182898699793
ENSG00000205929 0.0393360290860159 0.181415340354894
ENSG00000164032 0.039332950088813 0.181432775621337
ENSG00000167920 0.0393284848842414 0.181458063834498
ENSG00000155380 0.039316213825407 0.181527580089143
ENSG00000103257 0.0393121153965381 0.181550804594852
ENSG00000051009 0.0393086707665726 0.181570326812148
ENSG00000113648 0.0393027711688934 0.181603767883606
ENSG00000165934 0.0392545728886338 0.181877232898477
ENSG00000172296 0.0392056663530965 0.18215518988026
ENSG00000175215 0.0392012818379838 0.182180132305881
ENSG00000135999 0.0391940530617921 0.18222126342159
ENSG00000183426 0.0391885492122744 0.182252586858067
ENSG00000134905 0.0391877017668025 0.182257410366822
ENSG00000107077 0.039185930091282 0.182267494892483
ENSG00000198590 0.0391782271625924 0.182311347907745
ENSG00000128626 0.0391779254921136 0.182313065568806
ENSG00000197345 0.0391774372894003 0.18231584535167
ENSG00000153879 0.0391682413496645 0.182368215125514
ENSG00000213064 0.0391510761947102 0.18246601391517
ENSG00000170175 0.0391466034941502 0.182491506901059
ENSG00000143947 0.0391455062562849 0.18249776142385
ENSG00000160753 0.0391352988265762 0.182555957818157
ENSG00000166823 0.0391215391820786 0.182634439778201
ENSG00000117758 0.0391039350807417 0.182734905041012
ENSG00000174004 0.0390981280623306 0.182768058893744
ENSG00000161328 0.0390832377242585 0.182853102839909
ENSG00000104763 0.039072368430096 0.182915209317509
ENSG00000221890 0.0390395843232367 0.183102679563246
ENSG00000143033 0.0390348623927485 0.183129698923397
ENSG00000197872 0.0390242654131772 0.183190352247125
ENSG00000166575 0.0389263795445396 0.183751686814978
ENSG00000197933 0.038892532931352 0.183946233566809
ENSG00000174437 0.0388882791148156 0.183970700464698
ENSG00000126107 0.0388707828196182 0.184071373379325
ENSG00000135702 0.0388700780904599 0.18407542966022
ENSG00000042317 0.0388444845172368 0.184222809450826
ENSG00000130695 0.038832800318883 0.184290136747163
ENSG00000100483 0.0388304846360894 0.184303483587362
ENSG00000187634 0.0388273654075791 0.184321463524925
ENSG00000180398 0.0388107784300991 0.184417107821502
ENSG00000100764 0.0387632967349925 0.184691207516272
ENSG00000138496 0.0387167794226743 0.184960185528474
ENSG00000186889 0.0387145952983245 0.184972825687307
ENSG00000205629 0.0387094231742804 0.185002762148512
ENSG00000214029 0.0387044706991497 0.185031432393354
ENSG00000133315 0.0386979383042779 0.185069256573529
ENSG00000145494 0.0386730219893296 0.18521360827291
ENSG00000185163 0.0386597397762392 0.185290610141546
ENSG00000087206 0.0386524931289111 0.185332636841775
ENSG00000172893 0.0386292603383142 0.185467447181025
ENSG00000127423 0.0386248817535064 0.185492866696028
ENSG00000145107 0.0385843042122965 0.1857286233632
ENSG00000196787 0.0385670064671163 0.185829226516049
ENSG00000157315 0.0385569198542168 0.185887918327093
ENSG00000189058 0.0385392025117885 0.185991062346745
ENSG00000100239 0.0385229692503791 0.186085623281667
ENSG00000101307 0.0385181394189617 0.186113768173084
ENSG00000185245 0.0384970528000908 0.18623670258491
ENSG00000110921 0.0384597660116775 0.186454307955131
ENSG00000172775 0.0384552264634748 0.186480820313519
ENSG00000186628 0.0384465115251423 0.18653173016484
ENSG00000174093 0.0384238518648689 0.186664174034518
ENSG00000198001 0.0384225337915184 0.186671881333272
ENSG00000145730 0.0384021777408888 0.18679095689373
ENSG00000113811 0.0383867887386823 0.186881033947567
ENSG00000164556 0.0383714714311872 0.186970740067474
ENSG00000154721 0.0383685668474657 0.186987756305672
ENSG00000118873 0.038363859845215 0.187015335562336
ENSG00000186063 0.0383533624148514 0.187076858633006
ENSG00000107815 0.0383510817627881 0.18709022804293
ENSG00000204498 0.0383448745293039 0.18712662093131
ENSG00000177054 0.0383275796644994 0.187228062573677
ENSG00000141448 0.0383265974093752 0.18723382577639
ENSG00000103932 0.0383230665552931 0.187254544073561
ENSG00000121964 0.0383203072827476 0.187270736698063
ENSG00000168101 0.0383163823635724 0.187293772575096
ENSG00000167617 0.0383086360702025 0.187339246004507
ENSG00000187187 0.0383067270128733 0.187350454749108
ENSG00000162695 0.0382954108641131 0.18741691138373
ENSG00000165219 0.0382834343738082 0.187487275036842
ENSG00000160058 0.0382806690397296 0.187503526025381
ENSG00000039319 0.0382748921984892 0.187537479819241
ENSG00000175544 0.0382545164267349 0.187657295346563
ENSG00000163666 0.0382276359571976 0.187815492776011
ENSG00000160908 0.0382137035958851 0.187897547068901
ENSG00000171928 0.0382009143181654 0.187972904871942
ENSG00000133247 0.0381870579071209 0.188054589068598
ENSG00000104679 0.0381762772970607 0.188118169029318
ENSG00000063127 0.0381481267129629 0.18828430514437
ENSG00000146013 0.0381452088094652 0.188301535202956
ENSG00000127948 0.0381444224558034 0.188306178882758
ENSG00000035664 0.0381315601361075 0.188382153541385
ENSG00000197756 0.0381129260333866 0.188492282240156
ENSG00000122026 0.038104005957942 0.188545026204706
ENSG00000136854 0.0380926869917729 0.188611978721777
ENSG00000132357 0.0380919800228293 0.188616161387166
ENSG00000140740 0.0380853215494097 0.188655560296648
ENSG00000198690 0.0380766889863751 0.188706653966492
ENSG00000155313 0.0380733105163171 0.18872665442512
ENSG00000103194 0.0380443084770119 0.188898444453715
ENSG00000167987 0.038036139769263 0.188946862718343
ENSG00000182179 0.0380304602318391 0.188980535234029
ENSG00000159708 0.0380168868265427 0.189061035965578
ENSG00000152952 0.0379868857596622 0.189239103055808
ENSG00000145220 0.0379856750482061 0.189246293045266
ENSG00000110906 0.0379803483816213 0.189277929916595
ENSG00000187147 0.037976230639723 0.18930239067778
ENSG00000132475 0.0379752381859214 0.189308286719592
ENSG00000186470 0.037969451149751 0.189342670904756
ENSG00000155508 0.0379595231706736 0.189401675331761
ENSG00000136986 0.0379395866533965 0.189520225834461
ENSG00000067082 0.0379366591997006 0.189537640715322
ENSG00000205339 0.0379245638723579 0.189609612786831
ENSG00000147912 0.0379236112947229 0.189615282321595
ENSG00000214226 0.0379210824517077 0.189630334375804
ENSG00000128228 0.0378718909156232 0.189923399045564
ENSG00000160886 0.0378549586922571 0.190024393470454
ENSG00000197604 0.0378404932231992 0.190110722793308
ENSG00000120662 0.0377985134275053 0.190361508078095
ENSG00000186919 0.0377911654925674 0.190405442810344
ENSG00000173171 0.037778295096568 0.190482425092837
ENSG00000113520 0.0377727899258197 0.190515364185327
ENSG00000166685 0.0377640800691006 0.190567491059016
ENSG00000183044 0.0377585072249182 0.19060085197204
ENSG00000117592 0.0377446083216858 0.190684084297993
ENSG00000135441 0.0377412816387321 0.190704011945354
ENSG00000093144 0.0377405160630783 0.190708598265395
ENSG00000172955 0.0377148699215703 0.190862308375738
ENSG00000027001 0.0377123936805428 0.190877157152674
ENSG00000140367 0.0377003499057447 0.190949396306412
ENSG00000138069 0.0376936282552895 0.190989726566943
ENSG00000144362 0.0376925531153671 0.19099617835919
ENSG00000151806 0.0376799471466562 0.191071843771136
ENSG00000172936 0.0376783055423651 0.19108169975135
ENSG00000099326 0.0376612252358827 0.191184281900765
ENSG00000171109 0.0376608269505299 0.191186674696584
ENSG00000104714 0.0376307553508204 0.191367435200544
ENSG00000169018 0.0376097250917442 0.191493963292908
ENSG00000164924 0.0375964856929341 0.191573666494508
ENSG00000143643 0.0375876673269956 0.191626775273624
ENSG00000156509 0.037534826137198 0.19194536233442
ENSG00000118690 0.0375307058941168 0.19197022910147
ENSG00000164304 0.0375233588927166 0.192014579283817
ENSG00000068831 0.0375226379763682 0.192018931722267
ENSG00000144043 0.0375078832447249 0.192108036078363
ENSG00000137492 0.0375049897060538 0.192125515763009
ENSG00000106261 0.037502750962245 0.192139041111131
ENSG00000188690 0.0374935864842141 0.192194419474653
ENSG00000149050 0.0374785455148984 0.192285347072627
ENSG00000005187 0.0374756715781548 0.192302726516767
ENSG00000203814 0.037461171381342 0.19239044016841
ENSG00000163681 0.0374545224199642 0.192430675814069
ENSG00000137720 0.0374438656017772 0.192495184594181
ENSG00000050165 0.0374294743233379 0.192582338082368
ENSG00000181026 0.0374143048794428 0.192674252614937
ENSG00000155719 0.0374045683442111 0.192733274357674
ENSG00000099282 0.0373894355730362 0.192825048189765
ENSG00000136250 0.0373606660153684 0.19299966016571
ENSG00000112667 0.037352794252572 0.193047467771337
ENSG00000156127 0.0373471130057092 0.193081980061417
ENSG00000146592 0.0373229353039774 0.19322893249183
ENSG00000183779 0.0373122174867672 0.193294116164314
ENSG00000006837 0.0372547415205256 0.193644100059289
ENSG00000115568 0.0372317984869651 0.193784006218822
ENSG00000116525 0.0372304480153796 0.193792244944996
ENSG00000163257 0.0372247216604931 0.193827183732844
ENSG00000160613 0.0372155509428914 0.193883152866647
ENSG00000170545 0.0372055739943987 0.193944063302576
ENSG00000111605 0.0372009597846051 0.19397224094439
ENSG00000132906 0.0371883617639731 0.194049197093516
ENSG00000126524 0.0371593620687914 0.194226476231697
ENSG00000153066 0.0371485554704672 0.1942925855221
ENSG00000198133 0.0371188795287613 0.194474259464774
ENSG00000010818 0.0371167733573551 0.194487160627884
ENSG00000100314 0.0370640246001632 0.194810585898842
ENSG00000117707 0.0370599832202818 0.19483539054062
ENSG00000166086 0.0370360818579725 0.194982162572054
ENSG00000198887 0.0370274531017116 0.195035180396796
ENSG00000186660 0.0370062798266589 0.195165345220181
ENSG00000125730 0.0370010380652558 0.195197584726615
ENSG00000170345 0.03700043870693 0.195201271471911
ENSG00000105053 0.0369496394329815 0.195514033649197
ENSG00000144736 0.0369470355689318 0.195530080533176
ENSG00000168056 0.0369400788194531 0.195572960379085
ENSG00000171310 0.0369225926596538 0.195680788401998
ENSG00000052795 0.036905252153391 0.195787785059246
ENSG00000019485 0.0369004940744818 0.195817155617499
ENSG00000102984 0.036897941129655 0.195832916442301
ENSG00000126003 0.0368913749978128 0.195873459654184
ENSG00000125695 0.0368669681435498 0.196024245884451
ENSG00000125148 0.0368640638687208 0.196042197369314
ENSG00000198356 0.0368591284995075 0.196072707453499
ENSG00000163866 0.0368562907885423 0.196090252417897
ENSG00000119844 0.0368548987662277 0.196098859649576
ENSG00000167291 0.0368382966070191 0.196201548222168
ENSG00000176986 0.0368169179849189 0.196333870602426
ENSG00000167664 0.0368118117343249 0.196365490625115
ENSG00000123191 0.0368049642127038 0.196407902421122
ENSG00000147905 0.0368029218682259 0.19642055419903
ENSG00000103404 0.0367967299710494 0.196458917017391
ENSG00000112419 0.0367918771969786 0.19648898906249
ENSG00000128739 0.036786946542218 0.196519549092589
ENSG00000119318 0.0367791000314107 0.196568192658393
ENSG00000170871 0.0367543404838077 0.196721776615071
ENSG00000095209 0.0367536833784874 0.196725854513195
ENSG00000173013 0.0367423065475236 0.19679647270211
ENSG00000105639 0.0367264194109361 0.196895135541995
ENSG00000151502 0.0367146889027314 0.196968020902066
ENSG00000165949 0.0367120915355288 0.196984163321754
ENSG00000115073 0.0367116546742294 0.196986878526187
ENSG00000162910 0.0366891689368443 0.197126690706695
ENSG00000088247 0.036688553170477 0.197130521018592
ENSG00000103061 0.0366848187235763 0.197153752581147
ENSG00000205744 0.0366831234070751 0.197164299978477
ENSG00000064313 0.0366062466877286 0.197643264116431
ENSG00000105647 0.0366054585728743 0.197648181160515
ENSG00000105810 0.0366040186712568 0.197657165058548
ENSG00000188827 0.0365892146159947 0.197749558172388
ENSG00000198839 0.0365887611271403 0.197752389204045
ENSG00000132958 0.0365859212540521 0.197770118960624
ENSG00000175899 0.0365682656130848 0.19788038645038
ENSG00000011007 0.0365294756455306 0.198122893625519
ENSG00000117500 0.0365090331410549 0.198250832432922
ENSG00000139405 0.0365010195009791 0.198301011262076
ENSG00000127054 0.0364966483218508 0.198328388280156
ENSG00000123104 0.0364312683244307 0.19873838287266
ENSG00000037897 0.0364268569162306 0.198766081383057
ENSG00000171476 0.0364061690872393 0.198896035644568
ENSG00000161381 0.0363932174258921 0.198977443138071
ENSG00000024526 0.0363803070879879 0.199058628731352
ENSG00000183579 0.0363802392241196 0.199059055587532
ENSG00000188906 0.0363748650742668 0.199092861708628
ENSG00000173575 0.0363688204350127 0.199130893375866
ENSG00000142330 0.0363604432335663 0.199183614767354
ENSG00000121753 0.0363517595187012 0.199238281996489
ENSG00000102710 0.0363515271449113 0.199239745111517
ENSG00000099994 0.0363499124653763 0.199249912095429
ENSG00000184260 0.0363157503755736 0.199465155808278
